,0,columna_limpia
7778,sempra,sempra
7779,energy,energy
7780,sre.n,sre.n
7781,bmo,bmo
7782,cuts,cuts
7783,target,target
7784,price,price
7785,to,
7786,from,
7787,shift4,shift4
7788,payments,payments
7789,inc,inc
7790,four.n,four.n
7791,morgan,morgan
7792,stanley,stanley
7793,cuts,cuts
7794,target,target
7795,price,price
7796,to,
7797,from,
7798,shoals,shoals
7799,technologies,technologies
7800,group,group
7801,inc,inc
7802,shls.o,shls.o
7803,jp,jp
7804,morgan,morgan
7805,raises,raises
7806,target,target
7807,price,price
7808,to,
7809,from,
7810,si-bone,si-bone
7811,inc,inc
7812,sibn.o,sibn.o
7813,truist,truist
7814,securities,securities
7815,cuts,cuts
7816,target,target
7817,price,price
7818,to,
7819,from,
7820,signature,signature
7821,bank,bank
7822,sbny.o,sbny.o
7823,compass,compass
7824,point,point
7825,cuts,cuts
7826,target,target
7827,price,price
7828,to,
7829,from,
7830,signature,signature
7831,bank,bank
7832,sbny.o,sbny.o
7833,jefferies,jefferies
7834,cuts,cuts
7835,target,target
7836,price,price
7837,to,
7838,from,
7839,signature,signature
7840,bank,bank
7841,sbny.o,sbny.o
7842,jp,jp
7843,morgan,morgan
7844,cuts,cuts
7845,target,target
7846,price,price
7847,to,
7848,from,
7849,signature,signature
7850,bank,bank
7851,sbny.o,sbny.o
7852,kbw,kbw
7853,cuts,cuts
7854,target,target
7855,price,price
7856,to,
7857,from,
7858,signature,signature
7859,bank,bank
7860,sbny.o,sbny.o
7861,morgan,morgan
7862,stanley,stanley
7863,cuts,cuts
7864,target,target
7865,price,price
7866,to,
7867,from,
7868,signature,signature
7869,bank,bank
7870,sbny.o,sbny.o
7871,raymond,raymond
7872,james,james
7873,cuts,cuts
7874,target,target
7875,price,price
7876,to,
7877,from,
7878,signature,signature
7879,bank,bank
7880,sbny.o,sbny.o
7881,wells,wells
7882,fargo,fargo
7883,cuts,cuts
7884,target,target
7885,price,price
7886,to,
7887,from,
7888,silvergate,silvergate
7889,capital,capital
7890,corp,corp
7891,si.n,si.n
7892,jp,jp
7893,morgan,morgan
7894,raises,raises
7895,target,target
7896,price,price
7897,to,
7898,from,
7899,silvergate,silvergate
7900,capital,capital
7901,corp,corp
7902,si.n,si.n
7903,kbw,kbw
7904,raises,raises
7905,target,target
7906,price,price
7907,to,
7908,from,
7909,silvergate,silvergate
7910,capital,capital
7911,corp,corp
7912,si.n,si.n
7913,wells,wells
7914,fargo,fargo
7915,raises,raises
7916,target,target
7917,price,price
7918,to,
7919,from,
7920,singular,singular
7921,genomics,genomics
7922,systems,systems
7923,omic.o,omic.o
7924,bofa,bofa
7925,global,global
7926,research,research
7927,cuts,cuts
7928,price,price
7929,objective,objective
7930,to,
7931,from,
7932,siteone,siteone
7933,landscape,landscape
7934,supply,supply
7935,inc,inc
7936,site.n,site.n
7937,jefferies,jefferies
7938,cuts,cuts
7939,target,target
7940,price,price
7941,to,
7942,from,
7943,sl,sl
7944,green,green
7945,realty,realty
7946,corp,corp
7947,slg.n,slg.n
7948,deutsche,deutsche
7949,bank,bank
7950,cuts,cuts
7951,target,target
7952,price,price
7953,to,
7954,from,
7955,sleep,sleep
7956,number,number
7957,corp,corp
7958,snbr.o,snbr.o
7959,ubs,ubs
7960,cuts,cuts
7961,target,target
7962,price,price
7963,to,
7964,from,
7965,sm,sm
7966,energy,energy
7967,co,co
7968,sm.n,sm.n
7969,mkm,mkm
7970,partners,partners
7971,assumes,assumes
7972,coverage,coverage
7973,with,
7974,buy,buy
7975,rating,rating
7976,target,target
7977,price,price
7978,snap,snap
7979,one,one
7980,holdings,holdings
7981,corp,corp
7982,snpo.o,snpo.o
7983,jefferies,jefferies
7984,cuts,cuts
7985,target,target
7986,price,price
7987,to,
7988,from,
7989,sofi,sofi
7990,technologies,technologies
7991,inc,inc
7992,sofi.o,sofi.o
7993,jefferies,jefferies
7994,cuts,cuts
7995,target,target
7996,price,price
7997,to,
7998,from,
7999,sonoco,sonoco
8000,products,products
8001,co,co
8002,son.n,son.n
8003,ubs,ubs
8004,cuts,cuts
8005,target,target
8006,price,price
8007,to,
8008,from,
8009,southern,southern
8010,co,co
8011,so.n,so.n
8012,bmo,bmo
8013,raises,raises
8014,target,target
8015,price,price
8016,to,
8017,from,
8018,starwood,starwood
8019,property,property
8020,trust,trust
8021,inc,inc
8022,stwd.n,stwd.n
8023,credit,credit
8024,suisse,suisse
8025,cuts,cuts
8026,target,target
8027,price,price
8028,to,
8029,from,
8030,state,state
8031,street,street
8032,corp,corp
8033,stt.n,stt.n
8034,citigroup,citigroup
8035,raises,raises
8036,price,price
8037,target,target
8038,to,
8039,from,
8040,stryker,stryker
8041,corp,corp
8042,syk.n,syk.n
8043,truist,truist
8044,securities,securities
8045,cuts,cuts
8046,target,target
8047,price,price
8048,to,
8049,from,
8050,summit,summit
8051,materials,materials
8052,inc,inc
8053,sum.n,sum.n
8054,jp,jp
8055,morgan,morgan
8056,cuts,cuts
8057,target,target
8058,price,price
8059,to,
8060,from,
8061,sunnova,sunnova
8062,energy,energy
8063,international,international
8064,inc,inc
8065,nova.n,nova.n
8066,jp,jp
8067,morgan,morgan
8068,raises,raises
8069,target,target
8070,price,price
8071,to,
8072,from,
8073,sunoco,sunoco
8074,lp,lp
8075,sun.n,sun.n
8076,barclays,barclays
8077,cuts,cuts
8078,target,target
8079,price,price
8080,to,
8081,from,
8082,sunpower,sunpower
8083,corp,corp
8084,spwr.o,spwr.o
8085,jp,jp
8086,morgan,morgan
8087,raises,raises
8088,target,target
8089,price,price
8090,to,
8091,from,
8092,sunrun,sunrun
8093,inc,inc
8094,run.o,run.o
8095,jp,jp
8096,morgan,morgan
8097,raises,raises
8098,target,target
8099,price,price
8100,to,
8101,from,
8102,talos,talos
8103,energy,energy
8104,inc,inc
8105,talo.n,talo.n
8106,mkm,mkm
8107,partners,partners
8108,assumes,assumes
8109,coverage,coverage
8110,with,
8111,buy,buy
8112,rating,rating
8113,pt,pt
8114,targa,targa
8115,resources,resources
8116,corp,corp
8117,trgp.n,trgp.n
8118,barclays,barclays
8119,cuts,cuts
8120,target,target
8121,price,price
8122,to,
8123,from,
8124,targa,targa
8125,resources,resources
8126,corp,corp
8127,trgp.n,trgp.n
8128,morgan,morgan
8129,stanley,stanley
8130,raises,raises
8131,target,target
8132,price,price
8133,to,
8134,from,
8135,taskus,taskus
8136,inc,inc
8137,task.o,task.o
8138,jp,jp
8139,morgan,morgan
8140,cuts,cuts
8141,target,target
8142,price,price
8143,to,
8144,from,
8145,teladoc,teladoc
8146,health,health
8147,inc,inc
8148,tdoc.n,tdoc.n
8149,barclays,barclays
8150,cuts,cuts
8151,target,target
8152,price,price
8153,to,
8154,from,
8155,teleflex,teleflex
8156,inc,inc
8157,tfx.n,tfx.n
8158,truist,truist
8159,securities,securities
8160,cuts,cuts
8161,target,target
8162,price,price
8163,to,
8164,from,
8165,tempur,tempur
8166,sealy,sealy
8167,tpx.n,tpx.n
8168,raymond,raymond
8169,james,james
8170,cuts,cuts
8171,target,target
8172,price,price
8173,to,
8174,from,
8175,tempur,tempur
8176,sealy,sealy
8177,tpx.n,tpx.n
8178,ubs,ubs
8179,cuts,cuts
8180,target,target
8181,price,price
8182,to,
8183,from,
8184,tenable,tenable
8185,holdings,holdings
8186,inc,inc
8187,tenb.o,tenb.o
8188,needham,needham
8189,cuts,cuts
8190,target,target
8191,price,price
8192,to,
8193,from,
8194,texas,texas
8195,instruments,instruments
8196,inc,inc
8197,txn.o,txn.o
8198,deutsche,deutsche
8199,bank,bank
8200,cuts,cuts
8201,target,target
8202,price,price
8203,to,
8204,from,
8205,thoughtworks,thoughtworks
8206,holding,holding
8207,inc,inc
8208,twks.o,twks.o
8209,jp,jp
8210,morgan,morgan
8211,cuts,cuts
8212,target,target
8213,price,price
8214,to,
8215,from,
8216,t-mobile,t-mobile
8217,us,us
8218,inc,inc
8219,tmus.o,tmus.o
8220,citigroup,citigroup
8221,raises,raises
8222,price,price
8223,target,target
8224,to,
8225,from,
8226,truist,truist
8227,financial,financial
8228,corp,corp
8229,tfc.n,tfc.n
8230,barclays,barclays
8231,cuts,cuts
8232,target,target
8233,price,price
8234,to,
8235,from,
8236,truist,truist
8237,financial,financial
8238,corp,corp
8239,tfc.n,tfc.n
8240,jefferies,jefferies
8241,raises,raises
8242,target,target
8243,price,price
8244,to,
8245,from,
8246,truist,truist
8247,financial,financial
8248,corp,corp
8249,tfc.n,tfc.n
8250,kbw,kbw
8251,raises,raises
8252,target,target
8253,price,price
8254,to,
8255,from,
8256,truist,truist
8257,financial,financial
8258,corp,corp
8259,tfc.n,tfc.n
8260,piper,piper
8261,sandler,sandler
8262,cuts,cuts
8263,target,target
8264,price,price
8265,to,
8266,from,
8267,ttec,ttec
8268,holdings,holdings
8269,inc,inc
8270,ttec.o,ttec.o
8271,cowen,cowen
8272,and,
8273,company,company
8274,cuts,cuts
8275,target,target
8276,price,price
8277,to,
8278,from,
8279,turing,turing
8280,holding,holding
8281,corp,corp
8282,twks.o,twks.o
8283,cowen,cowen
8284,and,
8285,company,company
8286,cuts,cuts
8287,target,target
8288,price,price
8289,to,
8290,from,
8291,udr,udr
8292,inc,inc
8293,udr.n,udr.n
8294,piper,piper
8295,sandler,sandler
8296,cuts,cuts
8297,target,target
8298,price,price
8299,to,
8300,from,
8301,unitedhealth,unitedhealth
8302,group,group
8303,inc,inc
8304,unh.n,unh.n
8305,bmo,bmo
8306,raises,raises
8307,target,target
8308,price,price
8309,to,
8310,from,
8311,upstart,upstart
8312,holdings,holdings
8313,inc,inc
8314,upst.o,upst.o
8315,jefferies,jefferies
8316,cuts,cuts
8317,target,target
8318,price,price
8319,to,
8320,from,
8321,us,us
8322,bancorp,bancorp
8323,usb.n,usb.n
8324,citigroup,citigroup
8325,raises,raises
8326,price,price
8327,target,target
8328,to,
8329,from,
8330,vericel,vericel
8331,corp,corp
8332,vcel.o,vcel.o
8333,truist,truist
8334,securities,securities
8335,cuts,cuts
8336,target,target
8337,price,price
8338,to,
8339,from,
8340,verra,verra
8341,mobility,mobility
8342,corp,corp
8343,vrrm.o,vrrm.o
8344,deutsche,deutsche
8345,bank,bank
8346,raises,raises
8347,target,target
8348,price,price
8349,to,
8350,from,
8351,vici,vici
8352,properties,properties
8353,inc,inc
8354,vici.n,vici.n
8355,evercore,evercore
8356,isi,isi
8357,resumes,resumes
8358,with,
8359,outperform,outperform
8360,rating,rating
8361,and,
8362,pt,pt
8363,vici,vici
8364,properties,properties
8365,inc,inc
8366,vici.n,vici.n
8367,truist,truist
8368,securities,securities
8369,raises,raises
8370,target,target
8371,price,price
8372,to,
8373,from,
8374,viper,viper
8375,energy,energy
8376,partners,partners
8377,lp,lp
8378,vnom.o,vnom.o
8379,mkm,mkm
8380,partners,partners
8381,initiates,initiates
8382,coverage,coverage
8383,with,
8384,buy,buy
8385,rating,rating
8386,pt,pt
8387,visa,visa
8388,inc,inc
8389,v.n,v.n
8390,jefferies,jefferies
8391,raises,raises
8392,target,target
8393,price,price
8394,to,
8395,from,
8396,vital,vital
8397,farms,farms
8398,inc,inc
8399,vitl.o,vitl.o
8400,morgan,morgan
8401,stanley,stanley
8402,cuts,cuts
8403,target,target
8404,price,price
8405,to,
8406,from,
8407,vital,vital
8408,farms,farms
8409,inc,inc
8410,vitl.o,vitl.o
8411,morgan,morgan
8412,stanley,stanley
8413,raises,raises
8414,to,
8415,overweight,overweight
8416,from,
8417,equal-weight,equal-weight
8418,vornado,vornado
8419,realty,realty
8420,trust,trust
8421,vno.n,vno.n
8422,deutsche,deutsche
8423,bank,bank
8424,cuts,cuts
8425,target,target
8426,price,price
8427,to,
8428,from,
8429,vulcan,vulcan
8430,materials,materials
8431,co,co
8432,vmc.n,vmc.n
8433,jp,jp
8434,morgan,morgan
8435,cuts,cuts
8436,target,target
8437,price,price
8438,to,
8439,from,
8440,warner,warner
8441,music,music
8442,group,group
8443,corp,corp
8444,wmg.o,wmg.o
8445,truist,truist
8446,securities,securities
8447,cuts,cuts
8448,target,target
8449,price,price
8450,to,
8451,from,
8452,waste,waste
8453,connections,connections
8454,inc,inc
8455,wcn.n,wcn.n
8456,scotiabank,scotiabank
8457,cuts,cuts
8458,target,target
8459,price,price
8460,to,
8461,from,
8462,waste,waste
8463,management,management
8464,inc,inc
8465,wm.n,wm.n
8466,scotiabank,scotiabank
8467,cuts,cuts
8468,target,target
8469,price,price
8470,to,
8471,from,
8472,waters,waters
8473,corp,corp
8474,wat.n,wat.n
8475,ubs,ubs
8476,initiates,initiates
8477,coverage,coverage
8478,with,
8479,neutral,neutral
8480,rating,rating
8481,target,target
8482,price,price
8483,watsco,watsco
8484,inc,inc
8485,wso.n,wso.n
8486,jefferies,jefferies
8487,cuts,cuts
8488,target,target
8489,price,price
8490,to,
8491,from,
8492,watts,watts
8493,water,water
8494,technologies,technologies
8495,inc,inc
8496,wts.n,wts.n
8497,stifel,stifel
8498,cuts,cuts
8499,target,target
8500,price,price
8501,to,
8502,from,
8503,wayfair,wayfair
8504,inc,inc
8505,w.n,w.n
8506,piper,piper
8507,sandler,sandler
8508,cuts,cuts
8509,target,target
8510,price,price
8511,to,
8512,from,
8513,wec,wec
8514,energy,energy
8515,group,group
8516,inc,inc
8517,wec.n,wec.n
8518,bmo,bmo
8519,cuts,cuts
8520,target,target
8521,price,price
8522,to,
8523,from,
8524,wendys,wendys
8525,co,co
8526,wen.o,wen.o
8527,deutsche,deutsche
8528,bank,bank
8529,raises,raises
8530,target,target
8531,price,price
8532,to,
8533,from,
8534,western,western
8535,digital,digital
8536,corp,corp
8537,wdc.o,wdc.o
8538,barclays,barclays
8539,cuts,cuts
8540,target,target
8541,price,price
8542,to,
8543,from,
8544,western,western
8545,midstream,midstream
8546,partners,partners
8547,lp,lp
8548,wes.n,wes.n
8549,barclays,barclays
8550,raises,raises
8551,target,target
8552,price,price
8553,to,
8554,from,
8555,western,western
8556,midstream,midstream
8557,partners,partners
8558,lp,lp
8559,wes.n,wes.n
8560,morgan,morgan
8561,stanley,stanley
8562,raises,raises
8563,pt,pt
8564,to,
8565,from,
8566,williams-sonoma,williams-sonoma
8567,inc,inc
8568,wsm.n,wsm.n
8569,morgan,morgan
8570,stanley,stanley
8571,cuts,cuts
8572,target,target
8573,price,price
8574,to,
8575,from,
8576,wynn,wynn
8577,resorts,resorts
8578,ltd,ltd
8579,wynn.o,wynn.o
8580,jefferies,jefferies
8581,cuts,cuts
8582,target,target
8583,price,price
8584,to,
8585,from,
8586,xcel,xcel
8587,energy,energy
8588,inc,inc
8589,xel.o,xel.o
8590,bmo,bmo
8591,cuts,cuts
8592,target,target
8593,price,price
8594,to,
8595,from,
8596,xylem,xylem
8597,inc,inc
8598,xyl.n,xyl.n
8599,stifel,stifel
8600,raises,raises
8601,target,target
8602,price,price
8603,to,
8604,from,
8605,xylem,xylem
8606,inc,inc
8607,xyl.n,xyl.n
8608,stifel,stifel
8609,raises,raises
8610,to,
8611,buy,buy
8612,from,
8613,hold,hold
8614,zimmer,zimmer
8615,biomet,biomet
8616,holdings,holdings
8617,inc,inc
8618,zbh.n,zbh.n
8619,truist,truist
8620,securities,securities
8621,cuts,cuts
8622,pt,pt
8623,to,
8624,from,
8625,compiled,compiled
8626,by,
8627,bengaluru,bengaluru
8628,newsroom,newsroom
8629,diaries,diaries
8630,thomsonreuters.com,thomsonreuters.com
8631,c,c
8632,copyright,copyright
8633,thomson,thomson
8634,reuters,reuters
8635,click,click
8636,for,
8637,restrictions,restrictions
8638,https,https
8639,keywords,keywords
8640,research-us/,research-us/
8641,x,x
8642,click,click
8643,the,
8644,following,following
8645,link,link
8646,to,
8647,watch,watch
8648,video,video
8649,https,https
8650,entryid=1_f2maw1qy,entryid=1_f2maw1qy
8651,referenceid=1_f2maw1qy,referenceid=1_f2maw1qy
8652,pageid=refinitivnewscasts,pageid=refinitivnewscasts
8653,source,source
8654,reuters,reuters
8655,description,description
8656,wall,wall
8657,street,street
8658,benchmarks,benchmarks
8659,opened,opened
8660,mixed,mixed
8661,but,
8662,then,
8663,moved,moved
8664,higher,higher
8665,after,
8666,a,
8667,surprisingly,surprisingly
8668,positive,positive
8669,subscriber,subscriber
8670,forecast,forecast
8671,from,
8672,netflix,netflix
8673,boosted,boosted
8674,technology,technology
8675,stocks,stocks
8676,a,
8677,o,
8678,smith,smith
8679,corp,corp
8680,aos.n,aos.n
8681,stifel,stifel
8682,cuts,cuts
8683,target,target
8684,price,price
8685,to,
8686,from,
8687,advanced,advanced
8688,micro,micro
8689,devices,devices
8690,inc,inc
8691,amd.o,amd.o
8692,deutsche,deutsche
8693,bank,bank
8694,cuts,cuts
8695,target,target
8696,price,price
8697,to,
8698,from,
8699,afc,afc
8700,gamma,gamma
8701,inc,inc
8702,afcg.o,afcg.o
8703,jefferies,jefferies
8704,cuts,cuts
8705,target,target
8706,price,price
8707,to,
8708,from,
8709,ag,ag
8710,mortgage,mortgage
8711,investment,investment
8712,trust,trust
8713,inc,inc
8714,mitt.n,mitt.n
8715,credit,credit
8716,suisse,suisse
8717,cuts,cuts
8718,target,target
8719,price,price
8720,to,
8721,from,
8722,agilent,agilent
8723,technologies,technologies
8724,inc,inc
8725,a.n,a.n
8726,ubs,ubs
8727,initiates,initiates
8728,coverage,coverage
8729,with,
8730,buy,buy
8731,rating,rating
8732,target,target
8733,price,price
8734,airbnb,airbnb
8735,inc,inc
8736,abnb.o,abnb.o
8737,stifel,stifel
8738,cuts,cuts
8739,target,target
8740,price,price
8741,to,
8742,from,
8743,alliant,alliant
8744,energy,energy
8745,corp,corp
8746,lnt.o,lnt.o
8747,bmo,bmo
8748,cuts,cuts
8749,target,target
8750,price,price
8751,to,
8752,from,
8753,ally,ally
8754,financial,financial
8755,inc,inc
8756,ally.n,ally.n
8757,barclays,barclays
8758,cuts,cuts
8759,target,target
8760,price,price
8761,to,
8762,from,
8763,ally,ally
8764,financial,financial
8765,inc,inc
8766,ally.n,ally.n
8767,bmo,bmo
8768,cuts,cuts
8769,target,target
8770,price,price
8771,to,
8772,from,
8773,ally,ally
8774,financial,financial
8775,inc,inc
8776,ally.n,ally.n
8777,credit,credit
8778,suisse,suisse
8779,cuts,cuts
8780,target,target
8781,price,price
8782,to,
8783,from,
8784,ally,ally
8785,financial,financial
8786,inc,inc
8787,ally.n,ally.n
8788,deutsche,deutsche
8789,bank,bank
8790,cuts,cuts
8791,target,target
8792,price,price
8793,to,
8794,from,
8795,ally,ally
8796,financial,financial
8797,inc,inc
8798,ally.n,ally.n
